Class Index,Title,Description,processed_text
2,"Astros 2, Cardinals 1",Jeff Bagwell drove in two runs and Brandon Backe pitched five solid innings to help the Houston Astros gain ground in the NL wild-card race with a 2-1 win over the St.,Jeff Bagwell drive in two run and Brandon Backe pitch five solid inning to help the Houston Astros gain ground in the NL wild - card race with a 2 - 1 win over the St.
1,"China, Singapore Say World Must Help Calm Taiwan Row",China and Singapore on Monday urged the international community to help calm Beijing #39;s dispute with Taiwan over its push for independence.,China and Singapore on Monday urge the international community to help calm Beijing # 39;s dispute with Taiwan over its push for independence .
3,Tokyo Stocks Turn Lower by Midday," TOKYO (Reuters) - Tokyo's Nikkei fell 0.19 percent by  midday on Wednesday, erasing initial gains and extending losses  into a ninth straight day as worries about high oil prices and  domestic economic uncertainty hit exporters and tech stocks.","  TOKYO ( Reuters ) - Tokyo 's Nikkei fall 0.19 percent by   midday on Wednesday , erase initial gain and extend loss   into a ninth straight day as worry about high oil price and   domestic economic uncertainty hit exporter and tech stock ."
2,Gunners Ready for Tough Test,"Fredrik Ljungberg admits Rosenborg have exceeded expectations in the Champions League, but is looking to put one over on his Scandinavian cousins tonight.","Fredrik Ljungberg admit Rosenborg have exceed expectation in the Champions League , but be look to put one over on his scandinavian cousin tonight ."
2,Kasprowicz Prested #39; after Aussies lose series-opener,"Michael Kasprowicz will miss the must-win second limited-overs international in Sydney, but not because of his disastrous late over that gave New Zealand a stranglehold on the first game, Australian cricket selectors said Monday.","Michael Kasprowicz will miss the must - win second limit - over international in Sydney , but not because of his disastrous late over that give New Zealand a stranglehold on the first game , australian cricket selector say Monday ."
1,Official: MLB to Move Expos to Washington,"WASHINGTON - Major League Baseball will announce Wednesday that Washington will be the new home of the Montreal Expos, bringing the national pastime back to the nation's capital for the first time in 33 years, The Associated Press has learned.    A city official, speaking on condition of anonymity, said Washington has been notified by Major League Baseball of the impending announcement...","WASHINGTON - Major League Baseball will announce Wednesday that Washington will be the new home of the Montreal Expos , bring the national pastime back to the nation 's capital for the first time in 33 year , the Associated Press have learn .     a city official , speak on condition of anonymity , say Washington have be notify by Major League Baseball of the impending announcement ..."
2,Real Back on Track,David Beckham could not hide his relief after Real Madrid overturned a two-goal deficit to defeat Roma 4-2 in Champions League Group B. Madrid opened their campaign with a shock 3-0 defeat at Bayer Leverkusen ,David Beckham could not hide his relief after Real Madrid overturn a two - goal deficit to defeat Roma 4 - 2 in Champions League Group B. Madrid open their campaign with a shock 3 - 0 defeat at Bayer Leverkusen
1,Gangs on Prowl in Storm-Wracked Haiti (AP),"AP - Victims who lost relatives, homes and belongings in Tropical Storm Jeanne are now tormented by street gangs who attack food convoys, raid homes at night and shoot those who get in their way.","AP - Victims who lose relative , home and belonging in Tropical Storm Jeanne be now torment by street gang who attack food convoy , raid home at night and shoot those who get in their way ."
3,Business Glance,"SOMERS, NY - Pepsi Bottling Group Inc., the largest bottler of PepsiCo Inc. beverages, Tuesday said its profit for the latest quarter rose 4.4 percent as volume improved.","SOMERS , NY - Pepsi Bottling Group Inc. , the large bottler of PepsiCo Inc. beverage , Tuesday say its profit for the late quarter rise 4.4 percent as volume improve ."
4,Particle lab celebrates 50th birthday,The European research facility which helped shape our view of matter and invented the world wide web is exactly 50 years old.,the european research facility which help shape our view of matter and invent the world wide web be exactly 50 year old .
1,Taiwan FM apologises for  #39;rude words #39; against Singapore,TAIPEI (dpa) - Taiwan Foreign Minister Mark Chen apologised to Singapore on Tuesday over the words he used in describing the Southeast Asian city-state.,TAIPEI ( dpa ) - Taiwan Foreign Minister Mark Chen apologise to Singapore on Tuesday over the word he use in describe the southeast asian city - state .
2,Liberty rally to edge Shock,Bethany Donaphin didn #39;t have time to think when she got the ball with the score tied and clock winding down in regulation. Donaphin hit a turnaround jumper with 0.5 of a second remaining to lift the host New ,Bethany Donaphin didn # 39;t have time to think when she get the ball with the score tie and clock wind down in regulation . Donaphin hit a turnaround jumper with 0.5 of a second remain to lift the host New
3,Motorola cuts may not hurt Chandler,"Although Motorola Inc. announced it is cutting 1,000 jobs at its facilities worldwide, Chandler economic development officials Tuesday said the city should not see a negative impact at the company #39;s two sites.","although Motorola Inc. announce it be cut 1,000 job at its facility worldwide , Chandler economic development official Tuesday say the city should not see a negative impact at the company # 39;s two site ."
3,Sales boost for House of Fraser,Shares in UK department store group House of Fraser have risen after the firm said it had cut half-year losses and was seeing solid sales growth.,share in UK department store group House of Fraser have rise after the firm say it have cut half - year loss and be see solid sale growth .
2,Tendulkar not giving up on first Test,"India #39;s star batsman Sachin Tendulkar says he may be fit for next week #39;s first Test against Australia, after revealing the tennis elbow injury was showing  quot;tremendous improvement.","India # 39;s star batsman Sachin Tendulkar say he may be fit for next week # 39;s first test against Australia , after reveal the tennis elbow injury be show   quot;tremendous improvement ."
4,The Crusade Against Evolution,In the beginning there was Darwin. And then there was intelligent design. How the next generation of 'creation science' is invading America's classrooms. By Evan Ratliff from Wired magazine.,in the beginning there be Darwin . and then there be intelligent design . how the next generation of ' creation science ' be invade America 's classroom . by Evan Ratliff from Wired magazine .
3,Shares Gain While Oil Holds Near \$50," LONDON (Reuters) - European stock markets rose and absorbed  three separate share placings on Wednesday, boosted by Wall  Street's strong finish while oil prices held close to \$50 a  barrel ahead of U.S. oil inventory data.","  LONDON ( Reuters ) - european stock market rise and absorb   three separate share placing on Wednesday , boost by Wall   Street 's strong finish while oil price hold close to \$50 a   barrel ahead of U.S. oil inventory data ."
3,New \$50 bill designed to counter counterfeits,"WASHINGTON - The green is still there, but with touches of blue, red and yellow. A stylized image of the Stars and Stripes now waves in the background.","WASHINGTON - the green be still there , but with touch of blue , red and yellow . a stylized image of the Stars and Stripes now wave in the background ."
2,Angels Ascend to First-Place Tie With A's (AP),"AP - For the first time in over three months, the Angels are back in first place.","AP - for the first time in over three month , the Angels be back in first place ."
3,BlueGene sneaks past Earth Simulator,"The Earth Simulator, an NEC supercomputer, is surpassed, at last. IBM announced yesterday that its Blue Gene/L supercomputer had achieved a sustained performance of 36.","the Earth Simulator , an NEC supercomputer , be surpass , at last . IBM announce yesterday that its blue Gene / L supercomputer have achieve a sustained performance of 36 ."
4,Microsoft #39;s low-cost operating system,"Aimed at making cheaper PCs, Microsoft on Wednesday unveiled low-cost Windows XP Starter Edition operating systems in India in Hindi targetting the first-time home users.","aim at make cheap pc , Microsoft on Wednesday unveil low - cost Windows XP Starter Edition operating system in India in Hindi targette the first - time home user ."
4,Supernova Warning System Will Give Astronomers Earlier Notice,"Duke University -- A Supernova Early Warning System (SNEWS) that detects ghostlike neutrino particles that are the earliest emanations from the immense, explosive death throes of large stars will alert astronomers of the blasts before they can see the flash.     SNEWS ""could allow astronomers a chance to make unprecedented observations of the very early turn-on of the supernova,"" wrote the authors of an article about the new system in the September issue of the ""New Journal of Physics.""     They also noted that ""no supernova has ever been observed soon after its birth.""     Big stars end their lives in explosive gravitational collapses so complete that even the brilliant flashes of light usually announcing these extremely rare ""supernova"" events stay trapped inside, unseen by astronomers, for the first hours or days...","Duke University -- a Supernova Early Warning System ( SNEWS ) that detect ghostlike neutrino particle that be the early emanation from the immense , explosive death throe of large star will alert astronomer of the blast before they can see the flash .      SNEWS "" could allow astronomer a chance to make unprecedented observation of the very early turn - on of the supernova , "" write the author of an article about the new system in the September issue of the "" New Journal of Physics . ""      they also note that "" no supernova have ever be observe soon after its birth . ""      big star end their life in explosive gravitational collapse so complete that even the brilliant flash of light usually announce these extremely rare "" supernova "" event stay trap inside , unseen by astronomer , for the first hour or day ..."
3,Fannie Mae woes may hit stock,"If Fannie Mae (FNM) is hampered by new limits on its operations, shareholders of the USA #39;s biggest mortgage-investment company are likely to feel the pinch more than the nation #39;s mortgage borrowers.","if Fannie Mae ( FNM ) be hamper by new limit on its operation , shareholder of the USA # 39;s big mortgage - investment company be likely to feel the pinch more than the nation # 39;s mortgage borrower ."
4,India to get started on Starter Edition,"The Redmond, Wash.-based software giant today announced a year-long pilot program to start shipping the Windows XP Starter Edition to India in early 2005.","the Redmond , wash.-base software giant today announce a year - long pilot program to start ship the Windows XP Starter Edition to India in early 2005 ."
3,India 4th largest economy: World Bank,"Ahead of the International Monetary Fund-World Bank meeting, the World Bank on Tuesday placed India as the fourth largest economy in terms of purchasing power parity, even as it said the country lagged behind in technology and efficiency.","ahead of the International Monetary Fund - World Bank meeting , the World Bank on Tuesday place India as the fourth large economy in term of purchase power parity , even as it say the country lag behind in technology and efficiency ."
1,Cricket: Dubai global academy,The International Cricket Council are to open a global cricket academy designed to improve standards of lesser nations.,the International Cricket Council be to open a global cricket academy design to improve standard of less nation .
3,"Telecom equipment maker Agere to cut 500 employees, 7.6 of &lt;b&gt;...&lt;/b&gt;","Telecommunications equipment maker Agere Systems Inc. said Wednesday it will lay off 500 employees, or 7.6 per cent of its workforce, as part of a corporate restructuring.","telecommunication equipment maker Agere Systems Inc. say Wednesday it will lay off 500 employee , or 7.6 per cent of its workforce , as part of a corporate restructuring ."
4,JPEG exploit could beat antivirus software,"Most IT Managers won #39;t question the importance of security, but this priority has been sliding between the third and fourth most important focus for companies.","Most IT Managers win # 39;t question the importance of security , but this priority have be slide between the third and fourth most important focus for company ."
1,No-Confidence Vote Planned Against Palestinian PM," RAMALLAH, West Bank (Reuters) - Lawmakers angered by the  Palestinian leadership's failure to make reforms plan to force  a parliamentary no-confidence vote that could bring down the  government appointed by Yasser Arafat, legislators said.","  RAMALLAH , West Bank ( Reuters ) - lawmaker anger by the   palestinian leadership 's failure to make reform plan to force   a parliamentary no - confidence vote that could bring down the   government appoint by Yasser Arafat , legislator say ."
3,Air Canada to Buy 45 Aircraft From Embraer,"Scheduled to fly out of bankruptcy-court shelter this week, Air Canada announced a deal Wednesday to buy 45 Embraer aircraft in a deal worth at least \$1.","schedule to fly out of bankruptcy - court shelter this week , Air Canada announce a deal Wednesday to buy 45 Embraer aircraft in a deal worth at least \$1 ."
4,IBM Says Its Supercomputer Is World's Fastest," NEW YORK (Reuters) - International Business Machines Corp.  on Wednesday said it has developed the world's fastest  computer, putting it back on top after a Japanese supercomputer  claimed the title some two years ago.","  NEW YORK ( Reuters ) - International Business Machines Corp.   on Wednesday say it have develop the world 's fast   computer , put it back on top after a japanese supercomputer   claim the title some two year ago ."
4,".Mac bumps up storage capacity, improves mail (MacCentral)","MacCentral - Apple has improved the services offered to subscribers of .Mac. Previously, the amount of storage for a basic .Mac account was 100MB, with a maximum of 15MB for e-mail. The service's base online storage has been increased to 250MB, e-mail service has been enhanced, and the cost of upgrading has been reduced. .Mac's basic subscription price remains the same -- US #36;99.95 per year.","MacCentral - Apple have improve the service offer to subscriber of .Mac . previously , the amount of storage for a basic .Mac account be 100 mb , with a maximum of 15 MB for e - mail . the service 's base online storage have be increase to 250 MB , e - mail service have be enhance , and the cost of upgrading have be reduce . .Mac 's basic subscription price remain the same -- US # 36;99.95 per year ."
3,Oil Falls Below \$49 on Nigeria Cease-Fire, LONDON (Reuters) - Oil prices dropped from record highs  above \$50 a barrel on Wednesday as the U.S. government reported  a surprise increase in crude stocks and rebels in Nigeria's  oil-rich delta region agreed a cease-fire.,  LONDON ( Reuters ) - oil price drop from record high   above \$50 a barrel on Wednesday as the U.S. government report   a surprise increase in crude stock and rebel in Nigeria 's   oil - rich delta region agree a cease - fire .
4,Invading Bullfrogs Appear Nearly Unstoppable,"The North American bullfrog population is booming. That may sound like good news, but it isn't #151;not when the frog has leaped far beyond its native habitat.","the north american bullfrog population be boom . that may sound like good news , but it be not # 151;not when the frog have leap far beyond its native habitat ."
4,Microsoft to offer stripped-down XP in India,"BANGALORE, INDIA -- Microsoft Corp. will introduce the Windows XP Starter Edition in India early next year, the company said Wednesday, two days after announcing similar plans for Russia.","BANGALORE , INDIA -- Microsoft Corp. will introduce the Windows XP Starter Edition in India early next year , the company say Wednesday , two day after announce similar plan for Russia ."
3,Jos. A. Bank Profit Jumps,"Jos. A. Bank Clothiers (JOSB:Nasdaq - news - research) posted a handsome third-quarter profit Monday, as strong Internet and catalogue sales helped drive a 17 hike in net income.","Jos . A. Bank Clothiers ( JOSB : Nasdaq - news - research ) post a handsome third - quarter profit Monday , as strong internet and catalogue sale help drive a 17 hike in net income ."
1,U.S. Asks Laos to Check Massacre Report (AP),AP - The State Department said Monday it is taking seriously allegations that Laotian military forces may have massacred children of the country's Hmong ethnic minority.,AP - the State Department say Monday it be take seriously allegation that laotian military force may have massacre child of the country 's Hmong ethnic minority .
4,Date with destiny for private rocketeers,LAS VEGAS - A three-seat rocket plane with stubby wings and a nose studded with round windows will try to blast out of Earth #39;s atmosphere above the Mojave Desert today to qualify for a US\$10 million (\$15.,LAS VEGAS - a three - seat rocket plane with stubby wing and a nose stud with round window will try to blast out of Earth # 39;s atmosphere above the Mojave Desert today to qualify for a us\$10 million ( \$15 .
3,Stewart #39;s Prison Chosen,"That prison is located in West Virginia which means that she is not headed to a facility in Connecticut or Florida, as she had hoped.","that prison be locate in West Virginia which mean that she be not head to a facility in Connecticut or Florida , as she have hope ."
3,EU antitrust ruling on MCI overturned,"In a fresh blow to Europe #39;s antitrust enforcers, a top appeals tribunal said regulators wrongly blocked MCI WorldCom #39;s aborted bid to buy Sprint Corp in 2000.","in a fresh blow to Europe # 39;s antitrust enforcer , a top appeal tribunal say regulator wrongly block MCI WorldCom # 39;s aborted bid to buy Sprint Corp in 2000 ."
4,Verizon Wireless Offers AOL Mail,"Verizon Wireless has launched AOL Mail, a move that will give its Get It Now customers, who are AOL members, wireless access to their e-mail.","Verizon Wireless have launch AOL Mail , a move that will give its Get it now customer , who be AOL member , wireless access to their e - mail ."
2,Sports: Cobbs out for the season,"DENTON, Texas Last season #39;s NCAA rushing and scoring leader will miss the rest of this football season. North Texas running back Patrick Cobbs has sprained ligaments in his left knee.","DENTON , Texas last season # 39;s NCAA rush and scoring leader will miss the rest of this football season . North Texas run back Patrick Cobbs have sprain ligament in his left knee ."
3,Air Canada confirms order for 45 Embraer jets,"MONTREAL : Air Canada said it sealed a deal with Brazil #39;s Embraer SA for 45 Embraer-190 aircraft, worth 1.35 billion US dollars at list price.","MONTREAL : Air Canada say it seal a deal with Brazil # 39;s Embraer SA for 45 Embraer-190 aircraft , worth 1.35 billion US dollar at list price ."
4,Start-up OQO to launch hand-size PC,Want a full-fledged Windows XP computer that's about the size of a Pocket PC? Tiny machine debuts after two years of delay.,want a full - fledge Windows XP computer that be about the size of a Pocket pc ? tiny machine debut after two year of delay .
2,Baseball #39;s return: a long time coming for DC,"The last time the nation #39;s capital was home to the national pastime, the game was literally a riot. Fans stormed the field with two outs in the ninth inning of the Washington Senators #39; farewell appearance at RFK Stadium on Sept.","the last time the nation # 39;s capital be home to the national pastime , the game be literally a riot . fan storm the field with two out in the ninth inning of the Washington Senators # 39 ; farewell appearance at RFK Stadium on Sept."
4,Travelzoo Shares Rise as Offering Rumor Fades (Reuters),Reuters - Shares of Internet travel site\Travelzoo Inc.  rose nearly 4 percent on Wednesday as\market rumors of a secondary stock offering faded.,Reuters - Shares of internet travel site\Travelzoo Inc.   rise nearly 4 percent on Wednesday as\market rumor of a secondary stock offering fade .
4,Will iTunes ever make a lot of money for Apple?,"On its latest earnings call (7/14/04), a question was asked about the profitability of iTunes, and management responded by stating that it made just a small profit.","on its late earning call ( 7/14/04 ) , a question be ask about the profitability of iTunes , and management respond by state that it make just a small profit ."
4,Salesforce.com Launches On-Demand Support System,"On-demand CRM provider Salesforce.com Wednesday rolled out a parallel service its calling Support.com and aiming at corporations with far-flung call centers, help desks, and on-call technicians.","on - demand crm provider salesforce.com Wednesday roll out a parallel service its call support.com and aim at corporation with far - flung call center , help desk , and on - call technician ."
1,Hungary's Parliament Elects Prime Minister (AP),"AP - Parliament on Wednesday elected one of Hungary's wealthiest businessmen as prime minister, ending two months of political uncertainty.","AP - Parliament on Wednesday elect one of Hungary 's wealthy businessman as prime minister , end two month of political uncertainty ."
2,Washington Baseball Fans Await Word on Expos (Reuters),Reuters - Baseball fans in the nation's\capital were anxiously awaiting formal word on Wednesday that\the financially beleaguered Montreal Expos would relocate to\the city for the 2005 season.,Reuters - Baseball fan in the nation's\capital be anxiously await formal word on Wednesday that\the financially beleaguered Montreal Expos would relocate to\the city for the 2005 season .
3,Workers from 4 SF hotels go on strike,Hotel workers at four San Francisco hotels have commenced a two-week strike this morning after working without a union contract for more than six weeks.,hotel worker at four San Francisco hotel have commence a two - week strike this morning after work without a union contract for more than six week .
2,CSKA Moscow 2 Paris St Germain 0,CSKA Moscow clinched their first-ever Champions League win on Wednesday as Paris St Germain #39;s revival came to a shuddering halt at the Lokomotiv Stadium.,CSKA Moscow clinch their first - ever Champions League win on Wednesday as Paris St Germain # 39;s revival come to a shudder halt at the Lokomotiv Stadium .
4,Microsoft open-sources Web authoring application,Company's third open-source contribution is the first time it has shared code for actual application.,Company 's third open - source contribution be the first time it have share code for actual application .
3,"Colombia back in business, needs reforms-Uribe",Colombia is back in business and the Andean country has ample room for growth backed by aggressive and transparent government policies but with some challenges ,Colombia be back in business and the andean country have ample room for growth back by aggressive and transparent government policy but with some challenge
4,SpaceShipOne Rolls Toward Victory,"MOJAVE, California -- A Southern California aerospace team took a big step toward capturing the \$10 million Ansari X Prize Wednesday, but not without surviving a scary moment when the pilot found himself in a rapid spin as he roared across the threshold ","MOJAVE , California -- a Southern California aerospace team take a big step toward capture the \$10 million Ansari x Prize Wednesday , but not without survive a scary moment when the pilot find himself in a rapid spin as he roar across the threshold"
4,Mammoth toxic algae bloom sighted off Washington state coast,"SEATTLE - A toxic algae bloom 30 miles wide has been detected 15 miles off the northwest coast of Washington state, the largest and most potentially lethal yet found by scientists in the region.","SEATTLE - a toxic algae bloom 30 mile wide have be detect 15 mile off the northwest coast of Washington state , the large and most potentially lethal yet find by scientist in the region ."
3,U.S. Stocks End Higher, NEW YORK (Reuters) - U.S. stocks ended higher on Wednesday  as investors snapped up semiconductor shares at bargain prices  and bought some blue chips after crude oil retreated from  record high prices.,  NEW YORK ( Reuters ) - U.S. stock end higher on Wednesday   as investor snap up semiconductor share at bargain price   and buy some blue chip after crude oil retreat from   record high price .
4,Salesforce.com launches on-demand support,"com September 29, 2004, 2:57 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.","com September 29 , 2004 , 2:57 pm PT . this fourth priority # 39;s main focus have be improve or obtain CRM and ERP software for the past year and a half ."
3,Disney Rules Out New Deal with Pixar Studios,In January Disney and Pixar terminated their talks to extend a distribution partnership that has created such cartoon hits as  quot;Finding Nemo quot; and the  quot;Toy Story quot; series.,in January Disney and Pixar terminate their talk to extend a distribution partnership that have create such cartoon hit as   quot;Finding Nemo quot ; and the   quot;Toy Story quot ; series .
4,Apple beefs up .Mac storage limits,Customers of Apple #39;s .Mac Internet service can hit the delete button less often now that the company has boosted the amount of storage it gives subscribers.,customer of Apple # 39;s .Mac internet service can hit the delete button less often now that the company have boost the amount of storage it give subscriber .
2,Diamondbacks Ink Fassero,"Phoenix, AZ -- The Arizona Diamondbacks have signed free agent pitcher Jeff Fassero for the remainder of the 2004 season. The move comes just five days after he was released by the Colorado Rockies.","Phoenix , AZ -- the Arizona Diamondbacks have sign free agent pitcher Jeff Fassero for the remainder of the 2004 season . the move come just five day after he be release by the Colorado Rockies ."
2,Judge Clears Release of Kobe Evidence (AP),AP - A judge cleared the way for the release of documents and other evidence in the Kobe Bryant sexual assault case on Wednesday.,AP - a judge clear the way for the release of document and other evidence in the Kobe Bryant sexual assault case on Wednesday .
3,Cendant to Buy Orbitz for \$1.25 Billion," CHICAGO (Reuters) - Travel and real estate heavyweight  Cendant Corp. on Wednesday said it will buy travel Web site  Orbitz Inc. for about \$1.25 billion, making it the  second-largest competitor in the online travel industry.","  CHICAGO ( Reuters ) - travel and real estate heavyweight   Cendant Corp. on Wednesday say it will buy travel web site   Orbitz Inc. for about \$1.25 billion , make it the   second - large competitor in the online travel industry ."
4,"For Neglected Video, a Hollywood Touch","A growing cottage industry is taking customers' raw home video and putting it on DVD, in some cases producing short movies with sophisticated cinematic effects and a musical soundtrack.","a grow cottage industry be take customer ' raw home video and put it on DVD , in some case produce short movie with sophisticated cinematic effect and a musical soundtrack ."
4,Time on a Chip: The Incredible Shrinking Atomic Clock,"Researchers are developing tiny atomic clocks that could be made using standard semiconductor processes and slipped into cellphones, hand-held computers and global positioning system receivers.","researcher be develop tiny atomic clock that could be make use standard semiconductor process and slip into cellphone , hand - hold computer and global positioning system receiver ."
2,Expos set for Washington,Expos president Tony Tavares told reporters of the move after the Expos #39; final home game. That news was later confirmed to Washington mayor Anthony Williams by MLB officials.,expos president Tony Tavares tell reporter of the move after the Expos # 39 ; final home game . that news be later confirm to Washington mayor Anthony Williams by MLB official .
4,Instant messaging worm exploits JPEG flaw (InfoWorld),InfoWorld - Security experts have spotted the first attempts to create an Internet worm that propagates using instant messages and exploits a recently disclosed flaw in Microsoft software.,InfoWorld - Security expert have spot the first attempt to create an internet worm that propagate use instant message and exploit a recently disclose flaw in Microsoft software .
4,IBM Says Blue Gene Breaks Speed Record (AP),"AP - IBM Corp. claimed unofficial bragging rights Tuesday as owner of the world's fastest supercomputer. For three years running, the fastest supercomputer has been NEC's Earth Simulator in Japan.","AP - IBM Corp. claim unofficial bragging right Tuesday as owner of the world 's fast supercomputer . for three year run , the fast supercomputer have be NEC 's Earth Simulator in Japan ."
4,Web Founder Says Cooperation Needed (AP),AP - The inventor of the World Wide Web told a technology conference on Wednesday that making the Web more useful hinges on a familiar challenge: Getting the players behind the technology to agree on standards governing how computers communicate with one another.,AP - the inventor of the World Wide web tell a technology conference on Wednesday that make the web more useful hinge on a familiar challenge : get the player behind the technology to agree on standard govern how computer communicate with one another .
1,Britain extends citizenship rights to Gurkha soldiers (AFP),"AFP - Britain has extended full citizenship rights to Gurkha soldiers from Nepal who serve in the British armed forces, Prime Minister Tony Blair has said.","AFP - Britain have extend full citizenship right to gurkha soldier from Nepal who serve in the british armed force , Prime Minister Tony Blair have say ."
2,Catch a piece of history but hire a lawyer first,"When Steve Williams picked up the ball Barry Bonds had just hit for his 700th home run, he thought he had his hands on a piece of history.","when Steve Williams pick up the ball Barry Bonds have just hit for his 700th home run , he think he have his hand on a piece of history ."
4,Red Hat acquires AOL #39;s Netscape server software,"In a move to add more open-source arrows to its quiver, Linux seller Red Hat has acquired the Netscape server software products of AOL Time Warner, the companies plan to announce Thursday.","in a move to add more open - source arrow to its quiver , Linux seller Red Hat have acquire the Netscape server software product of AOL Time Warner , the company plan to announce Thursday ."
4,I.B.M. Agrees to Settle Part of Giant Pension Case,I.B.M. said that it had agreed to pay \$320 million to its employees to settle in part a class-action lawsuit over its pension plan.,I.B.M. say that it have agree to pay \$320 million to its employee to settle in part a class - action lawsuit over its pension plan .
4,Immunity in Ebbers Case Opposed in U.S. Filing,"NEW YORK, Sept. 29 -- Federal prosecutors told a judge in a filing late Tuesday night that they have evidence that former WorldCom Inc. chief executive Bernard J. Ebbers knew company officials had improperly tinkered with the telecommunications firm's accounting to boost its publicly reported profits.","NEW YORK , Sept. 29 -- federal prosecutor tell a judge in a filing late Tuesday night that they have evidence that former WorldCom Inc. chief executive Bernard J. Ebbers know company official have improperly tinker with the telecommunications firm 's accounting to boost its publicly report profit ."
4,Success For Spaceship One,MOJAVE -- Burt Rutan #39;s space ship one made its first trip into sub-orbital outer space in pursuit of the \$10 million Ansari X Prize.,mojave -- Burt Rutan # 39;s space ship one make its first trip into sub - orbital outer space in pursuit of the \$10 million Ansari X Prize .
1,Typhoon Meari kills nine in Japan,"moving northeast over large parts of the country including Tokyo, with winds up to 67 miles per hour. Media reports said at least nine had died, but public broadcaster NHK said the toll had reached 11.","move northeast over large part of the country include Tokyo , with wind up to 67 mile per hour . medium report say at least nine have die , but public broadcaster NHK say the toll have reach 11 ."
2,ALL EYES ON WOODS #39; FITNESS,"With world number one Vijay Singh missing because of Hurricane Jeanne and Masters champion Phil Mickelson another no-show, there was even more attention than usual on Tiger Woods at Mount Juliet in County Kilkenny this afternoon.","with world number one Vijay Singh miss because of Hurricane Jeanne and Masters champion Phil Mickelson another no - show , there be even more attention than usual on Tiger Woods at Mount Juliet in County Kilkenny this afternoon ."
4,Schwarzenegger Signs 'Foie Gras' Bill (AP),"AP - California will end the force feeding of ducks, geese and other birds to produce the gourmet liver product foie gras by 2012 under legislation signed Wednesday by Gov. Arnold Schwarzengger.","AP - California will end the force feed of duck , geese and other bird to produce the gourmet liver product foie gra by 2012 under legislation sign Wednesday by Gov. Arnold Schwarzengger ."
4,"Microsoft, Amazon File Lawsuits Against Spammers","Microsoft and Amazon.com have joined forces to take legal action against US and Canadian-based companies for allergy sending fraudulent e-mails to Amazon and Hotmail users, claiming to represent these companies.","Microsoft and Amazon.com have join force to take legal action against US and Canadian - base company for allergy send fraudulent e - mail to Amazon and Hotmail user , claim to represent these company ."
4,"Microsoft, Amazon to combine forces",Individually theyve been unstoppable in their respective industries. Theyre both legends that have survived the dot com burst and came out winners.,individually they ve be unstoppable in their respective industry . they re both legend that have survive the dot com burst and come out winner .
4,"An Interview with Bill Baker, SQL Server BI General Manager","This article is the first in a new, regular series of articles and interviews with top Microsoft program managers. Our goal is to give you a close-up, helpful and informative look at things ","this article be the first in a new , regular series of article and interview with top Microsoft program manager . our goal be to give you a close - up , helpful and informative look at thing"
1,Australian PM fails to apologize on wrong pre-war intelligence on &lt;b&gt;...&lt;/b&gt;,Australian Prime Minister John Howard said Thursday he won #39;t automatically follow his British counterpart Tony Blair who has said he could apologize for faulty evidence on Iraqi weapons of mass destruction.,australian Prime Minister John Howard say Thursday he win # 39;t automatically follow his british counterpart Tony Blair who have say he could apologize for faulty evidence on iraqi weapon of mass destruction .
3,Around The Region,"In another move to cut costs, Continental Airlines is closing 14 of its ticketing offices systemwide, including three in the Houston area.","in another move to cut cost , Continental Airlines be close 14 of its ticket office systemwide , include three in the Houston area ."
3,Grand Jury Adds to HealthSouth Charges,"Federal prosecutors yesterday announced new perjury and obstruction-of-justice charges against HealthSouth Corp. founder Richard M. Scrushy, accusing the former chief executive of the rehabilitation ","federal prosecutor yesterday announce new perjury and obstruction - of - justice charge against HealthSouth Corp. founder Richard M. Scrushy , accuse the former chief executive of the rehabilitation"
1,"Greenland criminals take road back to society, not prison (AFP)","AFP - Some 20 people gather for a lunch of whale meat and potatoes inside a large wooden building facing a frozen fjord bathed in sunlight. No, these are not tourists on vacation, but rather criminals serving time in one of Greenland's open penal centers.","AFP - some 20 people gather for a lunch of whale meat and potato inside a large wooden building face a frozen fjord bathe in sunlight . no , these be not tourist on vacation , but rather criminal serve time in one of Greenland 's open penal center ."
4,Senate Bill Aims at Makers of File-Sharing Software,The Senate Judiciary Committee is considering a copyright bill that stands at the center of the file-sharing debate.,the Senate Judiciary Committee be consider a copyright bill that stand at the center of the file - share debate .
1,Car Crashes Into Japan Parliament Gate -Jiji (Reuters),"Reuters - A car crashed into a gate of Japan's\parliament building in central Tokyo on Thursday and caught\fire, Jiji news agency said.","Reuters - a car crash into a gate of japan's\parliament building in central Tokyo on Thursday and caught\fire , Jiji news agency say ."
2,"Pedro, Red Sox offer up few Rays of hope","In Pedro Martinez stats, news #39; first start since conceding to the New York Yankees stats, schedule by declaring that the Red Sox stats, schedule #39; rivals were his daddy, #39; #39; the Tampa ","in Pedro Martinez stat , news # 39 ; first start since concede to the New York Yankees stat , schedule by declare that the Red Sox stat , schedule # 39 ; rival be his daddy , # 39 ; # 39 ; the Tampa"
2,"Sales, Sun surge ahead","The Connecticut Sun had an off game last Saturday, when they dropped the opener of their WNBA Eastern Conference semifinal series against the Washington Mystics.","the Connecticut Sun have an off game last Saturday , when they drop the opener of their WNBA Eastern Conference semifinal series against the Washington Mystics ."
